key_resp.keys,key_resp.corr,key_resp.rt,chosen_stim_name,chosen_stim_0,chosen_stim_1,true_accuracy,cumulativePts_self,cumulativePts_social,outcomeDescr,practice_round.thisRepN,practice_round.thisTrialN,practice_round.thisN,practice_round.thisIndex,practice_round.ran,index,condition,goal,block,block_num,block_instr_text,trial_num,stim_0,stim_0_value,stim_1,stim_1_value,position_changed,stim_left,stim_right,stim_left_name,stim_right_name,optimal_stim,optimal_choice,participant,date,expName,psychopyVersion,OS,frameRate,outcome,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,subject,order_num,session
left,1,0.381165,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,14,14,14,1,114,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,6,stimuli/tunga_23.bmp,-1,stimuli/tunga_24.bmp,0,1,24,23,stimuli/tunga_24.bmp,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,,,,,,,,
left,1,0.433875,stimuli/tunga_24.bmp,0,1,1,1000,1000,practice,0,15,15,15,1,115,practice,avoidloss,practice_avoidloss,3,Play to AVOID LOSING points,7,stimuli/tunga_23.bmp,-1,stimuli/tunga_24.bmp,0,1,24,23,stimuli/tunga_24.bmp,stimuli/tunga_23.bmp,stimuli/tunga_24.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,,,,,,,,
left,1,1.03391,stimuli/tunga_12.bmp,0,1,1,1000,1000,self avoid loss,,,,,,0,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",0,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,0,0,0,1,5,1,0
right,1,0.550875,stimuli/tunga_12.bmp,0,1,1,1000,1000,self avoid loss,,,,,,1,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",1,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,1,1,1,1,5,1,0
right,1,0.465665,stimuli/tunga_12.bmp,0,1,1,1000,1000,self avoid loss,,,,,,2,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",2,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,2,2,2,1,5,1,0
right,1,0.51883,stimuli/tunga_12.bmp,0,1,1,1000,1000,self avoid loss,,,,,,3,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",3,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,3,3,3,1,5,1,0
left,0,0.47546,stimuli/tunga_12.bmp,0,1,1,900,1000,self lose,,,,,,4,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",4,stimuli/tunga_04.bmp,0,stimuli/tunga_12.bmp,-1,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_04.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,4,4,4,1,5,1,0
right,1,0.38488,stimuli/tunga_12.bmp,0,1,1,900,1000,self avoid loss,,,,,,5,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",5,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,5,5,5,1,5,1,0
left,1,0.55004,stimuli/tunga_12.bmp,0,1,1,900,1000,self avoid loss,,,,,,6,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",6,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,6,6,6,1,5,1,0
left,1,0.455415,stimuli/tunga_12.bmp,0,1,1,900,1000,self avoid loss,,,,,,7,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",7,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,7,7,7,1,5,1,0
right,1,0.4485,stimuli/tunga_12.bmp,0,1,1,900,1000,self avoid loss,,,,,,8,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",8,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,8,8,8,1,5,1,0
left,0,0.42129,stimuli/tunga_12.bmp,0,1,1,800,1000,self lose,,,,,,9,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",9,stimuli/tunga_04.bmp,0,stimuli/tunga_12.bmp,-1,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_04.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,9,9,9,1,5,1,0
left,1,0.46729,stimuli/tunga_12.bmp,0,1,1,800,1000,self avoid loss,,,,,,10,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",10,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,10,10,10,1,5,1,0
right,1,0.505875,stimuli/tunga_12.bmp,0,1,1,800,1000,self avoid loss,,,,,,11,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",11,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,11,11,11,1,5,1,0
,0,,,,,,800,1000,missed,,,,,,12,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",12,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,0,12,12,12,1,5,1,0
,0,,,,,,800,1000,missed,,,,,,13,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",13,stimuli/tunga_04.bmp,0,stimuli/tunga_12.bmp,-1,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,0,13,13,13,1,5,1,0
,0,,,,,,800,1000,missed,,,,,,14,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",14,stimuli/tunga_04.bmp,0,stimuli/tunga_12.bmp,-1,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_04.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,0,14,14,14,1,5,1,0
,0,,,,,,800,1000,missed,,,,,,15,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",15,stimuli/tunga_04.bmp,0,stimuli/tunga_12.bmp,-1,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,0,15,15,15,1,5,1,0
,0,,,,,,800,1000,missed,,,,,,16,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",16,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,0,16,16,16,1,5,1,0
,0,,,,,,800,1000,missed,,,,,,17,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",17,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,,0,17,17,17,1,5,1,0
right,1,0.421835,stimuli/tunga_12.bmp,0,1,1,800,1000,self avoid loss,,,,,,18,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",18,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,18,18,18,1,5,1,0
left,1,0.437255,stimuli/tunga_12.bmp,0,1,1,800,1000,self avoid loss,,,,,,19,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",19,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,19,19,19,1,5,1,0
left,1,0.46463,stimuli/tunga_12.bmp,0,1,1,800,1000,self avoid loss,,,,,,20,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",20,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,1,12,4,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,20,20,20,1,5,1,0
right,1,0.50779,stimuli/tunga_12.bmp,0,1,1,800,1000,self avoid loss,,,,,,21,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",21,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,21,21,21,1,5,1,0
left,1,0.98621,stimuli/tunga_04.bmp,1,0,0,800,1000,self avoid loss,,,,,,22,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",22,stimuli/tunga_04.bmp,0,stimuli/tunga_12.bmp,-1,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_04.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,22,22,22,1,5,1,0
left,0,0.50267,stimuli/tunga_04.bmp,1,0,0,700,1000,self lose,,,,,,23,self,avoidloss,self_avoidloss,2,"Play to AVOID LOSING points

for YOURSELF",23,stimuli/tunga_04.bmp,-1,stimuli/tunga_12.bmp,0,0,4,12,stimuli/tunga_04.bmp,stimuli/tunga_12.bmp,stimuli/tunga_12.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,23,23,23,1,5,1,0
right,1,1.045995,stimuli/tunga_13.bmp,0,1,1,700,1000,social avoid loss,,,,,,24,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",0,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,24,24,24,1,5,1,0
left,1,0.344415,stimuli/tunga_13.bmp,0,1,1,700,1000,social avoid loss,,,,,,25,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",1,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,25,25,25,1,5,1,0
right,1,0.46758,stimuli/tunga_11.bmp,1,0,0,700,1000,social avoid loss,,,,,,26,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",2,stimuli/tunga_11.bmp,0,stimuli/tunga_13.bmp,-1,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,26,26,26,1,5,1,0
right,0,0.415705,stimuli/tunga_11.bmp,1,0,0,700,900,social lose,,,,,,27,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",3,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,27,27,27,1,5,1,0
right,1,0.38146,stimuli/tunga_13.bmp,0,1,1,700,900,social avoid loss,,,,,,28,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",4,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,28,28,28,1,5,1,0
left,1,0.370545,stimuli/tunga_13.bmp,0,1,1,700,900,social avoid loss,,,,,,29,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",5,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,29,29,29,1,5,1,0
right,1,0.397795,stimuli/tunga_13.bmp,0,1,1,700,900,social avoid loss,,,,,,30,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",6,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,30,30,30,1,5,1,0
right,1,0.40871,stimuli/tunga_13.bmp,0,1,1,700,900,social avoid loss,,,,,,31,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",7,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,31,31,31,1,5,1,0
left,1,0.40204,stimuli/tunga_13.bmp,0,1,1,700,900,social avoid loss,,,,,,32,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",8,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,32,32,32,1,5,1,0
left,0,0.349705,stimuli/tunga_13.bmp,0,1,1,700,800,social lose,,,,,,33,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",9,stimuli/tunga_11.bmp,0,stimuli/tunga_13.bmp,-1,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,33,33,33,1,5,1,0
right,1,0.36779,stimuli/tunga_13.bmp,0,1,1,700,800,social avoid loss,,,,,,34,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",10,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,34,34,34,1,5,1,0
right,1,0.366915,stimuli/tunga_13.bmp,0,1,1,700,800,social avoid loss,,,,,,35,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",11,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,35,35,35,1,5,1,0
right,0,0.417585,stimuli/tunga_13.bmp,0,1,1,700,700,social lose,,,,,,36,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",12,stimuli/tunga_11.bmp,0,stimuli/tunga_13.bmp,-1,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,36,36,36,1,5,1,0
right,1,0.46725,stimuli/tunga_13.bmp,0,1,1,700,700,social avoid loss,,,,,,37,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",13,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,0,11,13,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,stimuli/tunga_13.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,37,37,37,1,5,1,0
left,1,0.4505,stimuli/tunga_13.bmp,0,1,1,700,700,social avoid loss,,,,,,38,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",14,stimuli/tunga_11.bmp,-1,stimuli/tunga_13.bmp,0,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_13.bmp,left,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,0,0,38,38,38,1,5,1,0
left,0,0.447085,stimuli/tunga_13.bmp,0,1,1,700,600,social lose,,,,,,39,social,avoidloss,social_avoidloss,3,"Play to AVOID LOSING points

for the NEXT STUDENT",15,stimuli/tunga_11.bmp,0,stimuli/tunga_13.bmp,-1,1,13,11,stimuli/tunga_13.bmp,stimuli/tunga_11.bmp,stimuli/tunga_11.bmp,right,05,2021-04-06_12h08.02.142,psyc-347-prosocial-learning,2020.2.4post1,MacIntel,60,-1,0,39,39,39,1,5,1,0
